row_type,indicator,indicator_label,config_id,params,corridor,eligible_days,signals,hits,hit_rate,baseline_hit_rate,raw_lift,same_week_lift,signals_per_week,mean_regret_bps,verdict,verdict_reason
family_union,momentum_streak,Моментум: N дней подряд вниз,preregistered_family_union,all preregistered grid configurations; union of dates,KGS,1146.0,319,100,0.31347962382445144,0.39790575916230364,0.7878237914535556,1.303780964797914,1.3599269183922045,169.93238944230566,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,filter_rule,Сильное однодневное снижение,preregistered_family_union,all preregistered grid configurations; union of dates,KGS,1146.0,269,72,0.26765799256505574,0.39790575916230364,0.6726667971042849,1.166306695464363,1.1467722289890376,218.59031714627776,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,reversal_from_low,Разворот вверх от минимума,preregistered_family_union,all preregistered grid configurations; union of dates,KGS,1146.0,1029,419,0.4071914480077745,0.39790575916230364,1.023336402230065,0.9776775297503306,4.386723507917174,140.897175746122,exclude_trigger,Строгий lift ниже 1 как минимум на четырёх коридорах из пяти.
family_union,seasonality,Сезонность,preregistered_family_union,all preregistered grid configurations; union of dates,KGS,1146.0,159,63,0.39622641509433965,0.39790575916230364,0.9957795431976169,0.9148112294288481,0.6778319123020706,154.09531659667013,message_context_only,Результат неоднороден по коридорам; не использовать как самостоятельный триггер.
family_union,volatility_regime,Волатильность и режим,preregistered_family_union,all preregistered grid configurations; union of dates,KGS,1146.0,1146,456,0.39790575916230364,0.39790575916230364,1.0,1.0,4.8855054811205845,144.09262061982565,message_context_only,Результат неоднороден по коридорам; не использовать как самостоятельный триггер.
family_union,level_percentile,Уровень: нижние проценты диапазона,preregistered_family_union,all preregistered grid configurations; union of dates,AMD,1146.0,451,135,0.29933481152993346,0.39790575916230364,0.752275644766017,1.0574412532637076,1.922655298416565,174.24401887138484,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,momentum_streak,Моментум: N дней подряд вниз,preregistered_family_union,all preregistered grid configurations; union of dates,AMD,1146.0,304,88,0.2894736842105263,0.39790575916230364,0.7274930747922438,1.2508884150675197,1.2959805115712546,190.37507984630037,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,filter_rule,Сильное однодневное снижение,preregistered_family_union,all preregistered grid configurations; union of dates,AMD,1146.0,265,67,0.2528301886792453,0.39790575916230364,0.6354021847070507,1.154508902929351,1.1297198538367843,216.945312797824,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,reversal_from_low,Разворот вверх от минимума,preregistered_family_union,all preregistered grid configurations; union of dates,AMD,1146.0,1060,425,0.4009433962264151,0.39790575916230364,1.007634061569017,0.9761139182361048,4.518879415347137,137.4078525892739,exclude_trigger,Строгий lift ниже 1 как минимум на четырёх коридорах из пяти.
family_union,seasonality,Сезонность,preregistered_family_union,all preregistered grid configurations; union of dates,AMD,1146.0,113,47,0.415929203539823,0.39790575916230364,1.0452957615277132,1.0129310344827587,0.4817295980511571,193.7775246343252,message_context_only,Результат неоднороден по коридорам; не использовать как самостоятельный триггер.
family_union,volatility_regime,Волатильность и режим,preregistered_family_union,all preregistered grid configurations; union of dates,AMD,1146.0,1146,456,0.39790575916230364,0.39790575916230364,1.0,1.0,4.8855054811205845,140.47438416671608,message_context_only,Результат неоднороден по коридорам; не использовать как самостоятельный триггер.
family_union,level_percentile,Уровень: нижние проценты диапазона,preregistered_family_union,all preregistered grid configurations; union of dates,KZT,1146.0,497,148,0.2977867203219316,0.3568935427574171,0.8343852848140186,1.0992820004951722,2.1187576126674785,196.09624003145376,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,momentum_streak,Моментум: N дней подряд вниз,preregistered_family_union,all preregistered grid configurations; union of dates,KZT,1146.0,303,100,0.33003300330033003,0.3568935427574171,0.9247379505676729,1.4120969639915275,1.2917174177831912,193.01378493323188,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,filter_rule,Сильное однодневное снижение,preregistered_family_union,all preregistered grid configurations; union of dates,KZT,1146.0,309,96,0.3106796116504854,0.3568935427574171,0.8705105989033162,1.384282624369142,1.3172959805115712,213.48981934119112,conditional_timing_only,Не самостоятельный триггер: raw lift ниже 1 минимум на четырёх коридорах; условный same-week эффект можно использовать только как признак модели.
family_union,reversal_from_low,Разворот вверх от минимума,preregistered_family_union,all preregistered grid configurations; union of dates,KZT,1146.0,1053,382,0.3627730294396961,0.3568935427574171,1.0164740629288307,0.9742412649834226,4.489037758830694,147.8758678750303,exclude_trigger,Строгий lift ниже 1 как минимум на четырёх коридорах из пяти.
family_union,seasonality,Сезонность,preregistered_family_union,all preregistered grid configurations; union of dates,KZT,1146.0,155,63,0.4064516129032258,0.3568935427574171,1.1388595315087942,0.9846314144308413,0.6607795371498173,153.64362568707932,message_context_only,Результат неоднороден по коридорам; не использовать как самостоятельный триггер.
family_union,volatility_regime,Волатильность и режим,preregistered_family_union,all preregistered grid configurations; union of dates,KZT,1146.0,1146,409,0.3568935427574171,0.3568935427574171,1.0,1.0,4.8855054811205845,157.1125912450606,message_context_only,Результат неоднороден по коридорам; не использовать как самостоятельный триггер.
frozen_model_reference,model_consensus,Скор модели с consensus,CatBoost strong tier with cross-corridor consensus,frozen published candidate; not retuned in this run,UZS,,140,87,0.621,0.39807692307692305,1.56,1.25,0.61,,keep_research_candidate,"Единственная строка, где raw и same-week lift выше 1 на всех пяти коридорах при селективной частоте; нужен новый закрытый holdout."
frozen_model_reference,model_consensus,Скор модели с consensus,CatBoost with cross-corridor consensus,frozen published candidate; not retuned in this run,TJS,,263,160,0.608,0.42163661581137307,1.442,1.238,1.14,,keep_research_candidate,"Единственная строка, где raw и same-week lift выше 1 на всех пяти коридорах при селективной частоте; нужен новый закрытый holdout."
frozen_model_reference,model_consensus,Скор модели с consensus,comparable baseline policy,frozen published candidate; not retuned in this run,KGS,,257,141,0.549,0.3972503617945008,1.382,1.204,1.11,,keep_research_candidate,"Единственная строка, где raw и same-week lift выше 1 на всех пяти коридорах при селективной частоте; нужен новый закрытый holdout."
frozen_model_reference,model_consensus,Скор модели с consensus,CatBoost with leave-one-corridor consensus,frozen published candidate; not retuned in this run,AMD,,255,146,0.573,0.399025069637883,1.436,1.238,1.11,,keep_research_candidate,"Единственная строка, где raw и same-week lift выше 1 на всех пяти коридорах при селективной частоте; нужен новый закрытый holdout."
frozen_model_reference,model_consensus,Скор модели с consensus,comparable baseline policy,frozen published candidate; not retuned in this run,KZT,,255,118,0.463,0.3564280215550424,1.299,1.126,1.11,,keep_research_candidate,"Единственная строка, где raw и same-week lift выше 1 на всех пяти коридорах при селективной частоте; нужен новый закрытый holdout."
